measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1998,59.977458799327955,72.56768986162699,49.3057298150461
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1998,0.4901907942801836,0.6427784640724064,0.37230682964060824
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1999,0.6690880720711534,1.2819774320459272,0.285060474860405
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1998,232.7453913332772,244.31257658432096,208.12772481118483
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,2000,0.0,0.0,0.0
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,1998,0.0,0.0,0.0
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1999,0.5236439132234936,0.6573716245413471,0.4133302269359193
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1998,0.045010577673869144,0.04839381336166152,0.041151361836193126
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2000,56.418019670708404,64.64613140999397,48.389087635723044
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2000,567.4887476048752,626.4454014849922,509.2134143060252
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2000,27.315817473088636,31.828002975835755,23.39103889868011
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2006,30.299213703845712,31.459972267772095,28.057957003613545
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2006,0.20435759888406094,0.2128365988462402,0.19006546170596803
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2006,3.7324616775276236,3.7338443118886833,3.7311711897884288
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2000,143.81797433667137,161.72135173191734,124.14761780717859
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1998,142.3471317644161,172.26676045700148,117.95901664729429
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1998,568.6039607277187,673.6811200671382,476.0345074133877
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1998,26.702661682268268,32.884230307214,21.486278443891216
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2003,121.33078377975309,135.4084482037811,111.66325952707459
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2003,24.380285536861734,28.00445816464882,21.136113797900222
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2003,28.429174936830357,28.94818640888888,27.911448951686456
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2000,0.04502666462397807,0.04838098244688693,0.040956793328197655
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,1997,0.571435639861532,1.2579591105906502,0.22508466795248547
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2000,28.812546105951913,33.100038516610354,24.828680053177276
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1999,0.044905959970903395,0.048123471207232746,0.040960075875261744
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1999,573.3664532897337,646.7078147300126,505.10478052307843
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1999,27.45267622336224,32.578164149357576,23.232878801598652
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1997,0.4963999098412544,0.6376197755813183,0.38627984376400715
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2000,208.64926590096746,234.77810377284902,184.41025637678223
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2006,111.15765419997935,123.17558326101141,101.49409189510006
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2006,19.348326064476645,22.640383792729686,16.46928398595138
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2006,23.59532729595397,23.84876350827784,23.30442702513989
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1997,58.591209544988,69.77288559357659,48.893757330712035
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2000,226.07496003254332,237.83979303067986,201.65099521831831
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2005,31.358498264703677,32.56753880134117,29.144529729051847
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2005,0.21889192388774012,0.22826188514178056,0.20410827044933727
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2005,3.944911813240793,3.946660370694662,3.9434490325064426
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2003,0.042930853660135666,0.04609990078929992,0.03894832021324565
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1998,0.07581397997097389,0.07996795575374566,0.06943075668811743
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1998,544.0620883112147,548.0637341610077,541.7144230266749
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2007,107.04800167967996,117.35688074597506,97.559012355286
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2007,17.815725167698677,20.76724263673122,15.266587114904013
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2007,21.233120067048628,21.482143104903816,21.000161077368503
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1998,27.199291536786063,33.083289649309975,22.108097912285345
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1999,28.400240904592163,33.05929846967461,24.38290095235559
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1997,162.01367380800417,166.73651673803397,152.49717636771356
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2001,0.5843025293715745,0.7369873619663607,0.4639763409701548
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1999,211.9128747494965,242.03756437426782,186.5368926695554
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2001,220.55277469405803,232.0055323095886,196.5985146862506
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1997,0.6944627656666927,1.3665374621192286,0.29642187220165
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2007,29.50305056886817,30.663214564527507,27.331734552928374
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2007,0.18752822449926707,0.19538876027034874,0.17403102902104003
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2007,3.449456161162778,3.450559062679656,3.448276876085505
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1997,140.33666257701313,167.78538726315082,119.33354759519642
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,1999,0.721104212041318,1.3878435327269412,0.2977642871882159
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2000,0.07925154077653422,0.08380857001588322,0.0729929346547381
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2000,545.6558851797249,549.0311561769859,543.7256774336283
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2010,26.62653480050569,27.74282662992442,24.543316372125567
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2010,0.163692523040033,0.17136658762313833,0.1509184811713214
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2010,2.501001857661424,2.5015235156424835,2.500504464226239
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1997,563.0717355056847,658.9494769050077,483.3274768050687
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1997,26.554880537426087,32.55449575780458,22.095951059913475
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,1999,0.08056763556825154,0.08495187018761936,0.0740490328921992
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1999,549.7129541622464,553.4652195591494,547.5026395005056
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1998,210.06865010650696,249.37528514838274,177.12567472166498
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,2001,0.3642035956079875,0.8200661977367505,0.1474795410795262
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2003,208.2728786580453,219.09822974609125,185.4283313879069
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1997,26.86567553720766,32.64124450211469,22.534266092326547
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1999,58.323304586805456,67.79609139886894,49.17576579984731
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2001,548.895210130766,608.7375174461961,496.1937282382407
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2001,26.06317974681542,30.195954318642194,22.42555437692581
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2008,29.21091407533856,30.34376421471456,26.995838459837728
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2008,0.17992489699967548,0.18764397847129874,0.16639484698637222
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2008,3.1354547074494556,3.136373943588233,3.1345748190734986
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2003,0.06275552273237961,0.06636400145418055,0.0583241020025566
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2003,527.4436688988966,531.0212862353737,525.2749994603967
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2009,28.159697997163715,29.296979391949005,26.068448385794845
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2009,0.16661489482218206,0.1742874994531971,0.15375604141620033
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2009,2.8578952186364086,2.8585168040898288,2.8572212886874744
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1997,208.1246757786089,242.12569992471708,179.66376567433076
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1999,232.34789396403454,243.99436555443782,207.88047884793266
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,2001,0.0,0.0,0.0
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,2003,0.0,0.0,0.0
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2005,114.77406483769244,126.33156200288362,105.25261164172994
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2005,21.326800327761216,24.662303369633253,18.571092546017876
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2005,25.231812229575393,25.46225814372844,24.9744799524542
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2001,53.742477771445174,62.45178191397877,46.177133621741646
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1998,18.26615864518593,19.027656463633953,16.81299501586457
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1998,9.78433930948868,10.296561100673237,8.802167553175192
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2001,28.243568366669802,32.649154111393855,24.213451224018304
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2000,18.713127195890415,19.495580285616608,17.24216457978841
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2000,12.236873157037149,12.84411420005401,11.007957933101432
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,1999,18.61098277941746,19.386416406020253,17.117503326178348
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,1999,10.907012249585453,11.4414335030847,9.830961304362138
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1999,144.41298513820206,165.74373105054462,124.39042026265385
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2004,0.502333429651111,1.0294478914197183,0.22187687653155977
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2001,139.72191241307092,159.04899707273353,121.68206438395478
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1998,35.979707305599355,37.478311906997966,33.020368235940815
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2003,19.156852576771566,19.9917559740995,17.669088981221748
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2003,13.60730057739245,14.305410543544555,12.17376008921077
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2001,200.35103727336946,224.74283286673526,175.87699077875357
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2004,0.04128309116900887,0.044571891863887055,0.03735984428246716
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2009,99.09894959558355,107.68391228858104,91.07515748101609
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2009,15.18360065767828,17.377662114915964,13.367388194103496
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2009,18.60274261275677,18.753316297137243,18.45945213303047
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2001,0.044387603939578156,0.047618202232824716,0.040328928329145274
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,184.33688119277863,194.40547724255882,163.34452365655687
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2001,0.6188433930295852,1.198625938109624,0.2750556974364244
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2004,0.053086913368929574,0.05623201215110936,0.048920682794259616
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2004,512.5012690085629,516.0011227769509,510.52884065673487
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2010,97.57378013346232,106.78393806225505,89.11920103234878
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2010,14.365846462587934,16.481185891681278,12.48069911245022
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2010,18.156003915163225,18.26274538941426,18.05280701170444
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2004,18.71992642550806,19.55903463480303,17.228327228623144
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2004,13.663435240138629,14.432712200455494,12.155479418819054
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2004,0.6741328656660935,0.8256567269430345,0.5590972902789759
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2017,90.5858727711203,99.60152069925235,80.93790565451248
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2017,10.040940316656451,11.674035992810984,8.493532997663502
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2017,19.34889782588049,19.409426438866095,19.259958039763475
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2017,122.69873591160842,139.63397185782972,106.33713180746213
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2004,551.1549123199923,600.8254162312678,504.24077263474356
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2004,27.00799736230326,31.08281287451683,23.249933639697907
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2004,30.046990457769898,34.301074300938495,26.28084380658214
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2003,0.5425571534311084,1.0666679326734383,0.2385829244622774
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,1999,0.0,0.0,0.0
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2008,102.95605300872205,111.95466473215247,94.65253830545893
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2008,16.450010137652008,18.97438235226231,14.351606616638378
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2008,19.569455149355584,19.755832270918425,19.37755613780249
1,Deaths,102,United States of America,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2001,0.0754485425320247,0.0798954227176916,0.06990344607848265
1,Deaths,102,United States of America,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2001,541.572875692087,545.0179210522996,539.5698289733356
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2001,39.28946763995431,40.9964263082706,35.84522612589215
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2003,201.46821746682423,225.67889646292699,179.59832931120596
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2005,191.7895068181536,202.21281987650437,170.2721836644396
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2006,0.6064529795067465,0.7368246566914721,0.48994820825141944
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,178.6595801374906,201.21974625221907,156.47196806765388
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2007,176.88558994632095,187.03602622801174,156.26592855654164
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2006,0.4026143459311254,0.8096815442875476,0.17563588052448312
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,400,Acute hepatitis,3,Rate,2003,0.6620538953106747,0.8141220687532634,0.5509307692061939
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2010,160.76373622494143,170.3738497999783,141.2304836659375
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2011,26.530827036747592,27.64485914315161,24.461256821346577
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2011,0.1556138437378746,0.1628914532723057,0.14326776876690506
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2011,2.276299238144672,2.2767363538597354,2.275834555671045
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2012,93.15210926011977,103.70153462078069,82.26678588977157
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2012,12.615629568872716,14.681604607100262,10.704900531161913
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2012,17.869109411540485,17.928488586777576,17.802463062132677
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2012,25.985408706202627,27.128158830205226,23.897390781674122
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2012,0.14731309215368263,0.15423274987368754,0.13500091417783236
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2012,2.129003162992722,2.129390471929762,2.1286347337171905
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2003,552.5084342136109,605.7692809632837,506.11775043437666
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2003,26.779719389009045,30.4960906100579,22.96846273678073
1,Deaths,102,United States of America,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2001,19.006600068433567,19.807724604352128,17.53771154723436
1,Deaths,102,United States of America,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2001,12.954152542627076,13.606012013467353,11.610007100850304
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2003,29.69347149979628,34.049473459838765,25.99958963147746
1,Deaths,102,United States of America,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2017,25.408841233628554,26.527346787631107,23.3598860267553
1,Deaths,102,United States of America,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2017,0.14376096574751468,0.15031820092255613,0.13230854256021216
1,Deaths,102,United States of America,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2017,1.6239309280055527,1.6241834228562415,1.6236359943906584
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2017,150.98709370223116,160.20130417856797,133.03263548201753
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,2004,0.2118995400693037,0.5307046025572725,0.09304120988751685
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,2006,522.5830036855325,576.7731355789625,471.33072770944966
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,587,Diabetes mellitus,3,Rate,2006,25.76646981706104,30.09845961466904,22.485461688882243
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2000,39.051982824237385,40.70783860057674,35.66495539397193
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2004,49.99525091371922,56.40260853133766,43.022036327232684
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,2004,141.82443617436144,159.84066007590317,126.085031573784
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2006,186.48979698895843,208.8651564487195,163.34488621470612
1,Deaths,102,United States of America,3,Both,27,Age-standardized,345,Malaria,3,Rate,2004,0.0,0.0,0.0
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2011,95.39667852840515,105.00154676833262,85.45785901641064
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,297,Tuberculosis,3,Rate,2011,13.460889118438615,15.484859689356904,11.433471221083815
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,298,HIV/AIDS,3,Rate,2011,18.012918880522946,18.079384541554,17.94712088502463
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,589,Chronic kidney disease,3,Rate,2006,29.213301360651297,34.06740786386038,24.912475520133373
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,345,Malaria,3,Rate,2006,0.2370220367215836,0.5377798362154573,0.09999848742225795
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2005,0.04061475637060291,0.043804103408813,0.03679350096890502
1,Deaths,102,United States of America,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2017,38.68627086912203,40.76981129773033,34.40406533993329
1,Deaths,102,United States of America,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2006,0.03931630846908384,0.0426700078223014,0.035685765562578256
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2008,171.88173806280798,181.86519628053122,151.56076767116525
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,2008,0.2271837505405955,0.45570426009847065,0.10073737549053738
1,Deaths,18,Kingdom of Thailand,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,2006,44.957126045907565,50.735214066249576,38.64353617123288
1,Deaths,102,United States of America,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,2009,166.14860836115452,175.724550612521,146.1838418808339
1,Deaths,102,United States of America,3,Both,27,Age-standardized,1029,Total cancers,3,Rate,1998,160.22154050119218,164.99233651900514,150.7439687158546
